Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_87,228,96.22,55.26,ICMP,367,749,FIN,2438.63,136,0.0628,1,18,Failed,Spoofing
Device_75,1308,94.46,79.34,ICMP,61202,387,SYN,5789.56,937,0.0739,0,338,Failed,DDoS
Device_28,1486,136.45,67.8,UDP,51023,282,SYN,5185.11,851,0.0669,1,328,Failed,DDoS
Device_6,917,218.94,78.39,ICMP,32999,677,FIN,9782.16,821,0.0965,0,1354,Pending,DDoS
Device_33,149,368.67,73.77,TCP,52650,307,None,2771.4,650,0.0445,1,876,Failed,Phishing
Device_47,1255,151.22,69.9,ICMP,49906,359,ACK,3601.96,743,0.063,0,1445,Pending,DDoS
Device_85,1170,496.93,93.16,UDP,321,778,FIN,947.93,626,0.0436,1,1034,Failed,Spoofing
Device_19,467,284.85,71.23,TCP,61233,336,SYN,5732.14,998,0.0866,1,288,Pending,DDoS
Device_14,321,408.82,28.98,UDP,21583,25,FIN,9398.14,252,0.0118,1,1177,Established,Normal
Device_31,1194,131.07,7.87,ICMP,155,446,RST,2280.82,785,0.0306,0,1327,Failed,Spoofing
Device_60,213,53.84,19.07,TCP,60158,976,RST,6179.94,375,0.0122,1,609,Pending,Phishing
Device_44,1253,450.6,3.03,TCP,30884,821,ACK,2154.27,207,0.0025,1,778,Established,Normal
Device_98,297,27.76,83.44,ICMP,53447,288,ACK,5301.22,732,0.0849,0,866,Failed,DDoS
Device_81,192,365.42,10.49,TCP,59192,325,None,3218.62,248,0.038,0,157,Failed,Phishing
Device_76,507,251.27,31.45,ICMP,316,216,FIN,6951.69,288,0.06,0,104,Failed,Spoofing
Device_22,972,364.27,73.51,UDP,64393,328,ACK,9478.7,571,0.0798,1,539,Pending,DDoS
Device_10,523,423.22,49.02,TCP,8662,911,ACK,5468.45,269,0.0059,1,561,Established,Normal
Device_41,1229,232.55,39.65,ICMP,44375,704,None,1225.0,65,0.0031,1,1091,Established,Normal
Device_45,1275,335.86,77.67,UDP,951,829,FIN,216.54,768,0.0458,0,1414,Failed,Spoofing
Device_68,238,149.39,85.39,TCP,4326,276,FIN,1853.38,144,0.0314,1,963,Failed,Phishing
Device_12,864,300.29,95.21,ICMP,6828,909,FIN,8008.64,889,0.0936,0,372,Failed,DDoS
Device_27,1136,460.65,93.12,ICMP,581,515,RST,6198.64,314,0.0437,1,215,Pending,Spoofing
Device_10,1041,421.08,3.02,TCP,395,301,RST,6438.22,473,0.0488,1,1435,Failed,Spoofing
Device_24,303,288.69,51.44,UDP,44106,715,None,12.45,884,0.0581,0,768,Pending,DDoS
Device_88,1055,144.79,69.29,ICMP,38769,211,None,4151.58,851,0.0947,0,565,Failed,DDoS
Device_34,778,76.4,59.44,UDP,103,692,FIN,8712.7,435,0.0221,0,709,Pending,Spoofing
Device_14,1323,107.8,59.66,ICMP,30004,843,FIN,7320.62,643,0.0882,1,189,Pending,DDoS
Device_10,431,282.15,88.55,TCP,27472,78,ACK,4255.84,960,0.0935,1,1019,Failed,DDoS
Device_5,1184,267.57,8.03,TCP,189,827,RST,6641.56,653,0.034,1,493,Failed,Spoofing
Device_2,1061,51.07,99.99,ICMP,2436,322,None,7407.73,532,0.0943,1,1155,Failed,DDoS
Device_82,70,348.88,83.85,TCP,45523,757,ACK,8196.61,428,0.0402,0,1207,Pending,Phishing
Device_70,362,297.24,75.85,TCP,3278,557,ACK,5630.61,675,0.0878,0,1048,Pending,DDoS
Device_52,1109,385.75,76.01,TCP,19517,606,SYN,7918.1,707,0.0643,1,731,Failed,DDoS
Device_78,206,88.37,43.56,UDP,54624,838,ACK,8884.07,20,0.0035,0,1299,Established,Normal
Device_8,126,252.69,51.28,TCP,49462,600,None,1231.8,347,0.0256,1,1453,Failed,Phishing
Device_68,1382,424.8,28.52,TCP,28539,866,None,2635.61,268,0.0117,0,556,Established,Normal
Device_47,86,490.48,12.51,TCP,43051,935,ACK,2268.14,897,0.0271,0,1136,Failed,Phishing
Device_45,303,477.19,8.64,ICMP,703,375,FIN,19.14,402,0.0526,1,1160,Failed,Spoofing
Device_80,998,350.35,41.19,ICMP,52693,376,None,323.55,120,0.0163,1,1315,Established,Normal
Device_11,1056,365.74,10.32,ICMP,290,204,FIN,5609.82,874,0.0628,1,710,Pending,Spoofing
Device_27,397,305.09,28.79,ICMP,22052,282,RST,7412.14,65,0.0124,0,379,Established,Normal
Device_96,103,251.49,69.36,TCP,24196,491,None,7054.94,740,0.0111,0,1370,Failed,Phishing
Device_23,1492,456.94,26.46,TCP,55144,170,ACK,9654.28,227,0.0134,1,561,Established,Normal
Device_10,977,290.98,1.48,ICMP,11191,294,RST,7695.82,36,0.0039,1,526,Established,Normal
Device_11,93,268.89,98.03,TCP,58055,1,ACK,2063.66,885,0.038,0,1396,Failed,Phishing
Device_22,1083,102.19,90.09,TCP,487,433,RST,3657.43,41,0.0259,0,926,Failed,Spoofing
Device_87,1417,242.22,57.41,UDP,805,861,FIN,6522.05,145,0.0791,1,841,Failed,Spoofing
Device_49,175,259.89,37.53,TCP,40269,193,None,8452.5,624,0.0188,0,1044,Pending,Phishing
Device_7,338,427.08,33.08,UDP,1021,596,FIN,9018.93,796,0.065,1,15,Pending,Spoofing
Device_25,124,73.15,64.0,TCP,10223,793,RST,4527.79,775,0.0835,0,900,Pending,DDoS
Device_86,177,137.49,78.39,TCP,14313,826,FIN,3546.6,375,0.0395,0,866,Pending,Phishing
Device_9,1219,173.27,80.71,ICMP,269,971,RST,583.37,307,0.0323,0,445,Pending,Spoofing
Device_15,355,84.12,4.89,ICMP,49046,916,FIN,3577.29,142,0.0063,0,436,Established,Normal
Device_61,691,377.51,52.09,TCP,23568,684,None,2927.69,718,0.0569,0,1392,Failed,DDoS
Device_66,192,125.58,23.44,TCP,6705,64,None,2793.72,676,0.0394,0,914,Pending,Phishing
Device_43,368,318.74,24.3,UDP,27566,367,SYN,4543.2,182,0.0057,0,1010,Established,Normal
Device_5,1335,429.34,40.65,UDP,657,509,FIN,2389.24,917,0.0705,1,1222,Failed,Spoofing
Device_3,1506,321.55,67.96,ICMP,45260,81,FIN,8122.31,667,0.0627,0,419,Failed,DDoS
Device_10,1027,185.69,47.04,ICMP,50651,433,RST,8961.62,206,0.0169,0,542,Established,Normal
Device_60,774,204.59,28.4,ICMP,45851,27,SYN,4536.19,47,0.0146,1,1164,Established,Normal
Device_1,592,146.31,36.3,ICMP,61384,673,FIN,7753.64,122,0.0054,0,685,Established,Normal
Device_12,1196,149.0,91.88,TCP,22321,788,SYN,7001.62,555,0.0515,0,784,Failed,DDoS
Device_93,516,13.32,18.64,ICMP,47278,562,FIN,4923.81,88,0.0107,0,195,Established,Normal
Device_59,1077,154.29,61.92,ICMP,238,362,RST,4015.35,4,0.0768,0,194,Failed,Spoofing
Device_48,1208,283.43,61.38,ICMP,18125,1023,FIN,5071.21,695,0.067,0,205,Failed,DDoS
Device_44,1106,246.21,99.0,TCP,375,189,FIN,8176.46,77,0.0624,0,1215,Pending,Spoofing
Device_41,114,109.34,19.61,TCP,20454,813,FIN,6126.05,950,0.0483,0,77,Failed,Phishing
Device_69,585,288.38,28.25,ICMP,7972,141,FIN,167.41,98,0.0025,0,993,Established,Normal
Device_86,1406,432.04,40.25,TCP,25116,735,FIN,4705.92,116,0.0141,1,645,Established,Normal
Device_43,120,330.56,36.95,TCP,64388,493,FIN,5109.63,489,0.016,1,1033,Established,Normal
Device_56,1068,496.1,35.43,TCP,647,631,FIN,8957.86,701,0.0344,0,1080,Failed,Spoofing
Device_52,967,360.84,25.19,ICMP,36308,614,FIN,3602.81,255,0.0022,1,159,Established,Normal
Device_26,542,334.19,84.51,ICMP,23183,452,ACK,2125.23,602,0.0739,1,701,Pending,DDoS
Device_14,728,370.93,16.38,ICMP,48,933,FIN,3883.23,496,0.0294,1,1071,Pending,Spoofing
Device_55,201,497.87,91.39,TCP,58700,637,ACK,4808.45,429,0.041,1,1182,Pending,Phishing
Device_56,1320,330.4,14.26,UDP,349,166,RST,7981.24,836,0.0335,0,562,Pending,Spoofing
Device_86,434,135.91,11.41,UDP,34217,295,SYN,8100.85,184,0.0145,1,874,Established,Normal
Device_75,1199,323.18,70.5,ICMP,37033,764,ACK,7842.71,904,0.0961,1,935,Failed,DDoS
Device_17,531,375.35,76.69,ICMP,49275,756,FIN,2102.42,665,0.0881,1,99,Pending,DDoS
Device_56,1102,63.27,68.09,TCP,531,403,RST,3504.37,405,0.0748,0,858,Failed,Spoofing
Device_46,448,109.74,29.44,ICMP,41257,659,ACK,7326.37,417,0.0155,0,457,Established,Normal
Device_99,145,429.3,96.63,TCP,13648,217,None,4478.83,631,0.0308,1,1309,Pending,Phishing
Device_62,158,339.71,53.66,TCP,53967,758,RST,5203.84,697,0.0306,0,1383,Failed,Phishing
Device_39,93,342.62,97.96,TCP,1983,599,SYN,6279.56,364,0.0449,1,777,Failed,Phishing
Device_41,1060,416.01,34.97,TCP,11805,204,None,6874.09,413,0.0151,1,91,Established,Normal
Device_55,1040,183.7,75.32,ICMP,9042,627,SYN,9890.8,524,0.0532,0,1054,Failed,DDoS
Device_55,402,118.4,6.15,TCP,16222,534,SYN,9179.02,404,0.0128,1,41,Established,Normal
Device_79,1032,181.41,83.28,UDP,35975,374,FIN,4985.08,584,0.0702,1,724,Pending,DDoS
Device_38,229,424.3,90.54,TCP,32480,953,SYN,3139.2,497,0.0468,1,398,Pending,Phishing
Device_61,178,46.72,57.58,UDP,62406,584,SYN,2246.88,915,0.0881,0,893,Pending,DDoS
Device_4,113,498.22,5.54,TCP,32892,326,None,6856.54,669,0.014,1,667,Failed,Phishing
Device_30,356,487.66,19.97,UDP,984,221,RST,8602.32,897,0.0731,0,1365,Failed,Spoofing
Device_20,1123,135.28,7.25,TCP,57608,728,SYN,6850.21,474,0.0005,0,1301,Established,Normal
Device_39,1372,329.17,24.51,UDP,24624,127,RST,6259.03,42,0.0082,1,118,Established,Normal
Device_71,449,96.11,87.78,TCP,39440,1004,SYN,2681.19,855,0.073,0,1460,Pending,DDoS
Device_80,164,168.41,92.49,TCP,16392,975,ACK,8663.68,576,0.0155,0,554,Failed,Phishing
Device_21,315,190.33,82.9,TCP,7798,147,SYN,6626.44,626,0.0583,0,480,Pending,DDoS
Device_75,1473,97.74,11.6,UDP,41755,290,None,9937.12,13,0.0024,1,136,Established,Normal
Device_75,1273,110.04,74.21,UDP,49537,969,FIN,5914.66,793,0.071,1,680,Pending,DDoS
Device_73,448,98.74,28.2,ICMP,11847,230,ACK,5515.29,233,0.0158,1,943,Established,Normal
Device_73,70,403.69,49.42,UDP,30381,365,None,923.44,33,0.0085,1,819,Established,Normal
Device_52,77,13.45,78.34,TCP,4108,568,SYN,6024.7,958,0.0432,0,916,Failed,Phishing
Device_38,214,388.31,71.82,TCP,7516,483,ACK,3716.09,700,0.037,1,960,Failed,Phishing
Device_13,1412,302.84,65.18,UDP,20075,25,SYN,8640.79,912,0.0503,0,955,Pending,DDoS
Device_4,123,365.48,8.14,UDP,419,512,RST,8637.53,769,0.0666,0,150,Failed,Spoofing
Device_29,132,35.44,94.14,TCP,22636,392,FIN,3091.62,640,0.0598,1,518,Pending,DDoS
Device_35,1225,381.5,16.94,ICMP,25304,8,FIN,8349.38,196,0.0141,0,997,Established,Normal
Device_12,893,232.47,31.4,TCP,937,800,FIN,4766.82,181,0.0245,0,1370,Failed,Spoofing
Device_80,169,327.71,21.76,UDP,34236,818,RST,6415.5,104,0.003,1,938,Established,Normal
Device_11,857,352.1,61.64,TCP,61874,672,SYN,6837.36,568,0.0893,1,1293,Pending,DDoS
Device_52,538,479.36,58.99,ICMP,47406,228,SYN,4241.87,716,0.0813,1,564,Pending,DDoS
Device_27,943,6.48,80.09,ICMP,11227,836,FIN,4733.12,954,0.0641,0,14,Failed,DDoS
Device_87,961,487.73,18.95,TCP,44142,187,ACK,5107.16,88,0.0172,0,1009,Established,Normal
Device_32,248,293.42,65.38,TCP,42241,87,None,3417.42,2,0.0235,0,256,Pending,Phishing
Device_10,697,6.26,61.69,ICMP,855,135,FIN,6149.85,55,0.022,1,577,Pending,Spoofing
Device_83,1043,153.75,97.99,UDP,50707,736,RST,8414.02,725,0.0608,1,134,Failed,DDoS
Device_65,180,80.72,15.61,TCP,59581,863,SYN,3171.0,735,0.0172,1,511,Failed,Phishing
Device_21,739,491.12,80.84,UDP,1316,123,RST,3996.59,549,0.093,0,174,Pending,DDoS
Device_91,594,276.43,8.02,UDP,819,562,FIN,8560.79,51,0.0422,1,1110,Failed,Spoofing
Device_87,1197,85.26,78.55,TCP,8827,624,ACK,3993.19,849,0.0934,0,989,Failed,DDoS
Device_28,916,417.67,73.98,TCP,308,421,FIN,4278.0,904,0.0472,1,818,Failed,Spoofing
Device_41,625,259.3,30.82,TCP,587,333,FIN,979.28,427,0.0656,0,785,Failed,Spoofing
Device_35,1008,14.53,25.81,ICMP,405,408,FIN,1873.51,474,0.0422,1,1188,Pending,Spoofing
Device_74,123,139.4,46.8,TCP,23150,215,None,9824.31,771,0.033,1,18,Failed,Phishing
Device_63,1311,222.94,87.04,TCP,62,204,RST,5966.21,107,0.0496,1,988,Failed,Spoofing
Device_8,1444,401.44,55.24,UDP,973,852,RST,193.55,388,0.072,1,588,Failed,Spoofing
Device_11,391,42.64,86.19,TCP,50476,562,SYN,1358.0,963,0.0872,1,734,Pending,DDoS
Device_11,556,25.31,24.69,UDP,63774,54,ACK,7110.56,195,0.0137,0,942,Established,Normal
Device_52,865,6.6,53.15,UDP,29368,166,None,2976.23,818,0.0541,1,192,Failed,DDoS
Device_23,1020,418.52,21.87,TCP,36446,158,SYN,3655.69,147,0.0068,0,45,Established,Normal
Device_83,322,104.04,95.01,UDP,51818,873,FIN,2476.73,595,0.0757,0,327,Pending,DDoS
Device_7,566,122.58,78.61,ICMP,59079,934,RST,1423.97,859,0.0544,1,607,Failed,DDoS
Device_81,215,175.42,29.35,TCP,63051,981,ACK,7464.92,713,0.0445,1,815,Failed,Phishing
Device_29,531,414.39,91.84,ICMP,874,999,FIN,3590.25,792,0.0325,0,1085,Pending,Spoofing
Device_82,956,8.81,45.94,ICMP,41473,159,None,9487.51,337,0.0185,1,968,Established,Normal
Device_85,1111,42.67,33.2,TCP,5303,669,SYN,1335.47,62,0.0168,0,774,Established,Normal
Device_94,451,213.29,86.98,TCP,175,843,FIN,934.76,804,0.0793,0,1023,Pending,Spoofing
Device_80,1148,65.11,90.34,ICMP,29662,77,SYN,4859.55,685,0.0909,0,254,Pending,DDoS
Device_12,98,454.75,78.49,UDP,62787,811,None,9617.7,860,0.0849,1,1086,Pending,DDoS
Device_61,1349,496.86,76.71,TCP,6225,779,RST,6759.03,905,0.0889,0,524,Pending,DDoS
Device_30,901,390.78,88.92,TCP,861,12,FIN,9093.34,181,0.0526,0,91,Pending,Spoofing
Device_24,1446,331.67,73.91,ICMP,7810,373,FIN,4169.83,734,0.08,0,78,Pending,DDoS
Device_87,176,470.62,10.5,TCP,43149,866,None,8227.7,476,0.03,0,1131,Pending,Phishing
Device_74,160,211.14,63.3,TCP,50109,418,FIN,4717.71,34,0.0467,1,278,Pending,Phishing
Device_8,206,483.52,15.47,UDP,13827,970,FIN,5775.22,128,0.0175,0,155,Established,Normal
Device_22,141,475.24,91.16,TCP,53165,881,None,4114.8,629,0.0272,1,1329,Pending,Phishing
Device_44,138,441.25,59.41,TCP,65315,246,RST,4091.99,260,0.0498,0,76,Pending,Phishing
Device_44,260,318.89,28.72,UDP,43135,1,RST,9083.9,430,0.0127,0,173,Established,Normal
Device_25,382,258.64,57.51,UDP,52034,667,FIN,4758.82,519,0.0705,1,1248,Failed,DDoS
Device_79,254,220.48,22.34,UDP,146,93,FIN,8651.1,488,0.0615,0,417,Failed,Spoofing
Device_44,184,382.01,31.27,TCP,8617,909,RST,3720.73,577,0.0368,0,437,Pending,Phishing
Device_62,236,232.82,54.0,TCP,5508,837,FIN,6825.9,477,0.0468,0,1274,Failed,Phishing
Device_59,537,27.25,71.23,TCP,24610,210,RST,7502.45,844,0.0552,0,530,Pending,DDoS
Device_93,447,475.53,81.04,ICMP,659,432,FIN,284.18,947,0.0522,1,1240,Pending,Spoofing
Device_76,1001,344.52,11.6,ICMP,531,574,RST,3738.62,357,0.0753,1,234,Failed,Spoofing
Device_95,1448,309.39,55.3,ICMP,946,704,RST,980.63,888,0.0262,1,963,Failed,Spoofing
Device_40,913,23.51,25.61,UDP,285,492,FIN,8838.64,207,0.0263,0,1307,Failed,Spoofing
Device_15,693,171.45,71.42,TCP,17143,365,RST,394.45,785,0.0822,0,420,Failed,DDoS
Device_51,164,495.31,82.42,TCP,3663,494,SYN,7643.91,500,0.0704,0,0,Pending,DDoS
Device_29,233,484.45,46.38,TCP,13310,782,ACK,2836.52,59,0.0205,1,946,Failed,Phishing
Device_46,940,22.92,96.54,ICMP,103,498,RST,7564.99,940,0.0792,1,94,Failed,Spoofing
Device_77,921,300.02,52.55,ICMP,62125,626,ACK,925.84,705,0.0916,0,816,Failed,DDoS
Device_77,802,16.76,32.58,UDP,65121,254,FIN,3927.34,228,0.007,0,1160,Established,Normal
Device_92,287,252.44,65.91,UDP,18754,419,RST,1032.9,551,0.0596,1,1063,Failed,DDoS
Device_4,174,368.8,35.82,TCP,11819,718,None,2985.74,268,0.0446,1,685,Failed,Phishing
Device_42,226,497.91,56.14,TCP,61791,579,None,1464.18,395,0.028,1,746,Pending,Phishing
Device_70,168,435.61,23.07,TCP,1338,764,SYN,8199.97,60,0.0109,0,7,Established,Normal
Device_85,121,205.67,30.08,TCP,52782,1023,SYN,2833.92,661,0.0241,0,828,Pending,Phishing
Device_94,624,475.68,74.88,TCP,7976,693,None,6126.31,837,0.0667,1,859,Pending,DDoS
Device_62,310,333.13,4.32,UDP,57140,591,SYN,1436.26,421,0.0004,0,1335,Established,Normal
Device_45,1499,275.31,66.72,TCP,45605,754,RST,9901.4,675,0.0806,0,1455,Pending,DDoS
Device_49,426,63.39,54.84,TCP,40443,77,SYN,3136.31,886,0.0625,1,1328,Failed,DDoS
Device_53,183,410.16,28.04,TCP,58886,372,None,308.86,717,0.0424,1,1431,Failed,Phishing
Device_41,679,72.85,29.23,TCP,15261,628,SYN,7984.69,272,0.0019,1,5,Established,Normal
Device_55,1072,492.1,16.25,ICMP,28757,252,ACK,5776.89,380,0.0091,0,521,Established,Normal
Device_45,1074,78.15,18.69,UDP,59573,511,None,9246.3,48,0.0121,1,1145,Established,Normal
Device_76,196,212.61,90.61,TCP,63128,81,FIN,515.19,672,0.0347,1,497,Pending,Phishing
Device_75,230,445.37,22.92,UDP,521,577,FIN,4403.1,791,0.047,1,498,Failed,Spoofing
Device_54,1130,57.39,62.22,ICMP,164,870,FIN,3472.92,996,0.0681,1,854,Pending,Spoofing
Device_86,684,107.98,74.94,TCP,33585,607,SYN,5333.77,774,0.0775,1,307,Failed,DDoS
Device_11,1360,460.32,16.69,TCP,45615,101,ACK,6166.08,284,0.0128,1,1076,Established,Normal
Device_31,145,411.04,59.02,TCP,19205,843,ACK,5437.61,364,0.0202,0,1210,Pending,Phishing
Device_59,492,8.88,27.22,ICMP,161,22,FIN,7538.97,332,0.0594,1,59,Failed,Spoofing
Device_9,1052,328.46,99.15,UDP,38286,182,SYN,4847.04,587,0.0858,1,1002,Pending,DDoS
Device_21,600,166.89,79.0,ICMP,984,23,FIN,1855.41,695,0.0233,0,811,Pending,Spoofing
Device_39,71,245.27,71.7,TCP,10116,842,ACK,7245.59,136,0.0177,0,773,Pending,Phishing
Device_75,235,84.89,46.58,TCP,26559,62,SYN,9804.9,232,0.0428,1,404,Pending,Phishing
Device_81,122,159.63,23.42,TCP,50670,484,FIN,6324.67,188,0.0227,0,995,Failed,Phishing
Device_49,102,184.29,58.11,TCP,40982,73,RST,3183.69,985,0.0708,1,546,Failed,DDoS
Device_40,1049,5.26,25.16,UDP,65,343,RST,288.79,550,0.0399,0,1250,Pending,Spoofing
Device_68,410,425.84,17.13,TCP,32650,930,None,8105.04,326,0.0193,1,836,Established,Normal
Device_89,1498,403.92,74.95,ICMP,27075,620,RST,8465.81,566,0.0801,0,862,Pending,DDoS
Device_52,767,67.05,23.94,ICMP,15466,717,ACK,9751.46,46,0.016,0,1103,Established,Normal
Device_8,472,352.65,80.06,UDP,49167,789,RST,7349.34,710,0.0547,0,1138,Failed,DDoS
Device_67,242,330.42,7.36,TCP,24175,190,None,5402.37,836,0.0122,1,818,Failed,Phishing
Device_2,1336,277.22,74.69,UDP,33704,641,FIN,7803.18,740,0.0622,1,5,Failed,DDoS
Device_56,118,118.51,7.16,TCP,53330,563,RST,9121.77,439,0.0247,0,1200,Pending,Phishing
Device_39,196,12.34,37.29,ICMP,48416,848,SYN,8683.04,314,0.0011,1,790,Established,Normal
Device_25,72,272.67,54.63,TCP,61632,22,RST,1318.25,884,0.0173,1,1388,Failed,Phishing
Device_69,157,279.92,68.99,TCP,34737,717,None,2340.26,578,0.0244,1,1189,Failed,Phishing
Device_38,254,366.42,83.24,TCP,26142,349,FIN,9328.95,791,0.0443,0,708,Pending,Phishing
Device_94,909,287.76,48.14,TCP,33822,591,None,6877.58,18,0.0028,0,614,Established,Normal
Device_58,90,369.67,70.77,TCP,64381,860,SYN,7831.72,579,0.0285,1,893,Pending,Phishing
Device_64,1301,255.96,26.87,ICMP,63882,663,None,9334.88,143,0.0106,0,733,Established,Normal
Device_37,1010,314.34,90.24,ICMP,35853,721,ACK,2201.32,698,0.07,0,1322,Failed,DDoS
Device_93,1464,394.5,31.29,UDP,31211,694,None,8841.26,63,0.0172,1,1165,Established,Normal
Device_69,133,456.59,10.53,TCP,6464,178,FIN,5404.26,122,0.024,1,638,Pending,Phishing
Device_67,1078,477.73,66.98,UDP,12564,444,FIN,3107.01,569,0.0542,0,829,Pending,DDoS
Device_27,102,433.22,35.16,UDP,238,920,RST,1616.08,87,0.0538,0,25,Pending,Spoofing
Device_56,397,312.78,84.77,TCP,11889,968,RST,9584.25,871,0.0586,0,559,Pending,DDoS
Device_10,199,496.61,35.21,ICMP,3918,538,None,7194.39,460,0.0144,1,502,Established,Normal
Device_31,1003,456.97,16.7,TCP,47556,330,RST,5669.35,341,0.016,1,1034,Established,Normal
Device_27,1493,396.7,48.16,ICMP,634,948,FIN,5375.24,950,0.0621,1,213,Pending,Spoofing
Device_71,463,56.95,83.76,TCP,42699,680,FIN,166.45,586,0.0527,0,397,Failed,DDoS
Device_14,159,371.19,90.33,TCP,53243,484,SYN,5734.79,619,0.0847,0,1131,Failed,DDoS
Device_96,99,31.43,67.08,UDP,536,743,RST,3004.9,196,0.049,1,534,Failed,Spoofing
Device_98,396,229.53,38.26,TCP,226,907,RST,2516.12,689,0.0778,0,1481,Pending,Spoofing
Device_11,1460,132.79,45.92,ICMP,874,549,RST,9681.98,478,0.0599,0,775,Pending,Spoofing
Device_33,581,459.72,89.14,UDP,58249,361,SYN,8445.71,508,0.0907,0,1126,Pending,DDoS
Device_20,1502,42.74,48.38,ICMP,53997,892,RST,1999.71,367,0.0194,0,784,Established,Normal
Device_65,145,335.33,46.94,TCP,51433,611,RST,2209.81,130,0.0369,0,507,Pending,Phishing
Device_47,91,35.74,79.44,TCP,5008,506,FIN,8220.7,815,0.0343,0,324,Failed,Phishing
Device_86,1001,52.8,39.51,ICMP,57473,1013,FIN,8595.6,340,0.016,1,1145,Established,Normal
Device_40,268,337.96,75.23,ICMP,33487,875,ACK,7052.95,536,0.0924,1,1329,Pending,DDoS
Device_36,135,60.59,94.86,TCP,9579,384,ACK,3195.78,810,0.0478,0,199,Pending,Phishing
Device_80,185,142.35,7.87,TCP,364,595,FIN,5984.6,555,0.0758,0,700,Failed,Spoofing
Device_29,595,268.48,59.4,TCP,4686,311,RST,3141.86,781,0.0584,1,482,Failed,DDoS
Device_97,1115,196.64,17.63,UDP,61,920,FIN,1417.86,460,0.0238,0,1007,Failed,Spoofing
Device_77,225,237.88,76.47,TCP,52700,292,None,9667.87,318,0.042,1,1229,Pending,Phishing
Device_45,314,283.44,28.48,UDP,47,106,FIN,1656.37,902,0.0797,1,947,Failed,Spoofing
Device_20,964,272.41,71.73,ICMP,60977,436,RST,1173.48,805,0.0549,1,1057,Failed,DDoS
Device_98,563,419.77,7.46,UDP,9783,556,SYN,2178.07,135,0.0192,0,1218,Established,Normal
Device_15,568,184.0,43.13,ICMP,40689,96,FIN,8318.58,497,0.0052,0,388,Established,Normal
Device_59,102,429.72,58.71,TCP,49227,211,SYN,1684.76,485,0.0308,1,1281,Pending,Phishing
Device_28,867,94.92,55.61,UDP,504,829,FIN,8590.57,88,0.0695,1,500,Pending,Spoofing
Device_33,483,156.42,92.07,ICMP,261,1019,FIN,8302.68,502,0.021,0,1184,Failed,Spoofing
Device_31,1028,227.17,3.5,ICMP,37153,121,RST,48.45,88,0.0107,0,993,Established,Normal
Device_42,182,26.83,68.49,TCP,41359,367,ACK,5945.76,929,0.0104,1,1030,Pending,Phishing
Device_75,98,378.78,45.77,TCP,3699,851,ACK,3366.28,727,0.0358,1,740,Failed,Phishing
Device_81,732,380.48,65.16,TCP,49000,446,ACK,686.24,614,0.0733,1,970,Pending,DDoS
Device_14,856,427.12,55.91,ICMP,55171,78,RST,5474.09,741,0.0552,1,413,Failed,DDoS
Device_54,136,490.79,71.04,TCP,35972,951,RST,8898.95,247,0.0228,0,99,Pending,Phishing
Device_45,1472,292.91,38.89,TCP,130,1023,RST,1208.55,342,0.0599,1,745,Pending,Spoofing
Device_9,132,421.95,14.02,TCP,57017,94,SYN,2954.39,934,0.0174,1,1088,Pending,Phishing
Device_9,1477,479.91,55.01,UDP,13367,350,SYN,6462.84,524,0.0981,1,254,Pending,DDoS
Device_60,129,30.13,45.62,TCP,26298,385,FIN,6972.09,713,0.0307,0,1378,Pending,Phishing
Device_8,253,222.03,66.18,TCP,47872,85,SYN,2995.46,574,0.0395,1,80,Pending,Phishing
Device_98,1321,378.71,9.36,TCP,29907,485,RST,7775.02,379,0.0058,1,925,Established,Normal
Device_8,1010,12.7,75.33,TCP,25670,935,ACK,861.16,507,0.0567,0,1187,Failed,DDoS
Device_90,110,24.14,97.12,TCP,60368,4,FIN,6107.66,996,0.0644,1,1312,Pending,DDoS
Device_74,898,71.38,94.3,ICMP,49565,189,FIN,2568.45,862,0.0641,1,877,Failed,DDoS
Device_54,1139,77.95,85.47,ICMP,449,523,RST,4806.13,553,0.0726,1,456,Failed,Spoofing
Device_33,677,71.16,38.72,ICMP,304,904,FIN,4464.95,552,0.0711,1,1212,Pending,Spoofing
Device_26,948,82.26,42.12,UDP,11266,340,SYN,6387.44,101,0.0153,0,1302,Established,Normal
Device_27,250,49.76,41.05,TCP,11109,270,FIN,5320.69,228,0.0135,1,301,Failed,Phishing
Device_97,1308,172.41,57.23,UDP,424,794,FIN,4927.64,103,0.0219,0,645,Failed,Spoofing
Device_87,231,77.67,34.49,TCP,23664,524,None,7504.92,433,0.0109,1,1096,Established,Normal
Device_60,1230,127.54,98.99,ICMP,706,186,RST,4984.36,118,0.0503,0,1305,Failed,Spoofing
Device_25,849,211.28,63.81,ICMP,448,33,FIN,4477.36,884,0.0708,0,609,Pending,Spoofing
Device_5,489,379.15,44.51,UDP,51929,204,ACK,4719.7,254,0.0109,1,955,Established,Normal
Device_92,157,491.53,19.67,TCP,26180,916,FIN,5903.83,924,0.037,0,178,Pending,Phishing
Device_6,764,476.5,76.57,ICMP,38620,650,FIN,3071.13,865,0.0884,0,413,Failed,DDoS
Device_80,983,97.4,66.86,UDP,57089,495,FIN,8092.52,974,0.0819,0,41,Pending,DDoS
